orthogroup	subset	gene	description	1021	WSM419	USDA1106	descriptions
OG0011191	OG0011191.4	rkpL	UDP N acet yl lucosam 4,6 dehydratase v r				UDP-N-acetylglucosamine 4,6-dehydratase (inverting); RkpL, polysaccharide biosynthesis protein UDP-4-dehydro-6-deoxy-2-acetamido-D-glucose 4-reductase; UDP-glucose 4-epimerase
OG0011192	OG0011192.16		hypothetical protein				hypothetical protein
OG0011193	OG0011193.0		glutathione S transferase family protein				glutathione S-transferase; glutathione S-transferase family protein
OG0011194	OG0011194.2		Iuc f siderophore biosynthesis protein				siderophore biosynthesis protein; second copy encoded by pNGR234b; IucA/IucC family siderophore biosynthesis protein; siderophore biosynthesis protein; FhuF-like ferric iron reductase
OG0011195	OG0011195.2		lysoplas malogenase				hypothetical protein; lysoplasmalogenase
OG0011196	OG0011196.0		carboxypeptidase M32				carboxypeptidase M32
OG0011197	OG0011197.2		HAD family phosphatase				HAD family phosphatase
OG0011198	OG0011198.6		rettid				peptidase; HD domain-containing protein
OG0011199	OG0011199.6		EamA/RhaT family transporter				EamA/RhaT family transporter
OG0011200	OG0011200.0		alpha/beta hydrolase				hypothetical protein; alpha/beta hydrolase
OG0011201	OG0011201.1		hypothetical protein				hypothetical protein
OG0011202	OG0011202.1		ATP dependent endonuclease				ATP-dependent endonuclease
OG0011203	OG0011203.4		nuclear transport factor 2 family protein				nuclear transport factor 2 family protein
OG0011204	OG0011204.0		putrescine/spermid ine ABC transporter substrate binding protein				spermidine/putrescine ABC transporter substrate-binding protein; putrescine/spermidine ABC transporter substrate-binding protein
OG0011205	OG0011205.4		FAD dependent oxidoreductase				FAD-dependent oxidoreductase
OG0011206	OG0011206.0		DUF3085 domain containing protein				DUF3085 domain-containing protein
OG0011207	OG0011207.0		hypothetical protein				hypothetical protein
OG0011208	OG0011208.0		hypothetical protein				hypothetical protein; nucleotidyl transferase AbiEii/AbiGii toxin family protein
OG0011209	OG0011209.15		hypothetical protein				hypothetical protein
OG0011210	OG0011210.1		type VI secretion system associated protein TagF				hypothetical protein; type VI secretion system-associated protein TagF
OG0011211	OG0011211.0		homose rine kinase				aminoglycoside phosphotransferase; hypothetical protein; putative homoserine kinase type II (Protein kinase fold); homoserine kinase
OG0011212	OG0011212.0		hypothetical protein				hypothetical protein
OG0011213	OG0011213.2		IS66 family insertion sequence hypothetical protein				IS66 family insertion sequence hypothetical protein; hypothetical protein
OG0011214	OG0011214.2		hypothetical protein				hypothetical protein
OG0011215	OG0011215.8		integrase				hypothetical protein; integrase
OG0011215	OG0011215.1		in r				hypothetical protein; integrase
OG0011216	OG0011216.5		hypothetical protein				hypothetical protein
OG0011216	OG0011216.10		hypothetical protein				hypothetical protein
OG0011217	OG0011217.1		integrase				integrase
OG0011218	OG0011218.0	mocF	ferredoxin reductase				pyridine nucleotide-disulfide oxidoreductase; ferredoxin reductase MocF; ferredoxin reductase
OG0011219	OG0011219.4		hypothetical protein				hypothetical protein
OG0011220	OG0011220.4		type VI secretion protein		WSM419_Smed_6162		type IV secretion system lytic transglycosylase VirB1; type VI secretion protein
OG0011221	OG0011221.2		hypothetical protein				hypothetical protein
OG0011222	OG0011222.2		hypothetical protein				hypothetical protein
OG0011223	OG0011223.2		bind ing protein				YodA superfamily protein; zinc/cadmium-binding protein; metal-binding protein ZinT
OG0011224	OG0011224.0	spsE	ri bbon helix helix protein, CopG family				ribbon-helix-helix protein, CopG family; transcription regulator
OG0011225	OG0011225.0		hypothetical protein				hypothetical protein
OG0011227	OG0011227.0		nucleotidyltransferase				hypothetical protein; nucleotidyltransferase
OG0011237	OG0011237.6		sugar ABC transporter substrate binding protein				sugar ABC transporter substrate-binding protein
OG0011240	OG0011240.3		alpha/beta hydrolase				alpha/beta hydrolase
OG0011241	OG0011241.5		IclR family transcriptional regulator				IclR family transcriptional regulator
OG0011244	OG0011244.4		aldose 1-epimerase				aldose 1-epimerase
OG0011246	OG0011246.1		phytanoyl CoA dioxygenase				hypothetical protein; phytanoyl-CoA dioxygenase
OG0011247	OG0011247.6		antibiotic biosynthesis monooxygenase				antibiotic biosynthesis monooxygenase; hypothetical protein
OG0011248	OG0011248.0		glyco sidase				hypothetical protein; glycosidase
OG0011249	OG0011249.0		hypo thetica l protein		WSM419_Smed_4794		hypothetical protein; glycosyl transferase family protein
OG0011250	OG0011250.0		hypothetical protein				hypothetical protein; cytochrome c553
OG0011251	OG0011251.0		orpotgetisis protein		WSM419_Smed_1887		hypothetical protein; head morphogenesis protein SPP1 gp7
OG0011252	OG0011252.2		heme binding protein				heme-binding protein
OG0011259	OG0011259.0		hypothetical protein				hypothetical protein
OG0011260	OG0011260.2		NUDIX hydrolase				NUDIX hydrolase
OG0011261	OG0011261.0		x urn h x ncontaining protein		WSM419_Smed_2202		helix-turn-helix domain-containing protein; transcriptional regulator; DNA-binding protein
OG0011263	OG0011263.7		NAD(P)-dependent oxidoreductase				NAD(P)-dependent oxidoreductase
OG0011264	OG0011264.6		f oAaP rreuuattrr r				Crp/Fnr family transcriptional regulator; cAMP-regulatory protein
OG0011264	OG0011264.1		Crp/Fnr family transcriptional regulator				Crp/Fnr family transcriptional regulator
OG0011265	OG0011265.1		hypothetical protein				hypothetical protein
OG0011266	OG0011266.10		hypothetical protein				hypothetical protein
OG0011266	OG0011266.17		hypothetical protein				hypothetical protein
OG0011266	OG0011266.13		hypothetical protein				hypothetical protein
OG0011266	OG0011266.9		hypothetical protein				hypothetical protein
OG0011266	OG0011266.18		hypothetical protein				hypothetical protein
OG0011266	OG0011266.14		hypothetical protein				hypothetical protein
OG0011266	OG0011266.15		hypothetical protein				hypothetical protein
OG0011266	OG0011266.16		hypothetical protein				hypothetical protein
OG0011266	OG0011266.11		hypothetical protein				hypothetical protein
OG0011268	OG0011268.18		IS1380 family transposase				IS1380 family transposase
OG0011268	OG0011268.5		hypothetical protein				hypothetical protein
OG0011268	OG0011268.15		f ly trateio				IS1380 family transposase; hypothetical protein
OG0011270	OG0011270.0		hypothetical protein	1021_SMc02573	WSM419_Smed_3262		hypothetical protein; DUF2628 domain-containing protein
OG0011271	OG0011271.6		hypot etica l protei	1021_SMc02894	WSM419_Smed_3423		hypothetical protein; transport-associated protein; molecular chaperone OsmY
OG0011272	OG0011272.4		hypothetical protein	1021_SMc02900	WSM419_Smed_3429		DUF1127 domain-containing protein; hypothetical protein
OG0011273	OG0011273.2		hypothetical protein	1021_SMc00336	WSM419_Smed_3459		hypothetical protein
OG0011274	OG0011274.2	merA1	mercurie reductase	1021_SMc01717	WSM419_Smed_0084		pyridine nucleotide-disulfide oxidoreductase dimerisation region; dihydrolipoamide dehydrogenase; mercuric reductase
OG0011275	OG0011275.6	cyaD1	nylat e yclase domain containing protein	1021_SMc02176	WSM419_Smed_0097		putative Chase2 sensor protein; adenylate/guanylate cyclase domain-containing protein; CHASE2 domain-containing protein
OG0011276	OG0011276.7		hypothetical protein	1021_SMc02153			hypothetical protein
OG0011277	OG0011277.2		CDP alcohol phosphatidyltransferase	1021_SMc02134	WSM419_Smed_0132		hypothetical protein; CDP-alcohol phosphatidyltransferase family protein; CDP-alcohol phosphatidyltransferase
OG0011278	OG0011278.4		hypothetical protein	1021_SMc02220	WSM419_Smed_0136		sterol desaturase family protein; hypothetical protein
OG0011279	OG0011279.2		hypothetical protein	1021_SMc02264	WSM419_Smed_0180		hypothetical protein
OG0011280	OG0011280.9		Pr ein	1021_SMc02314	WSM419_Smed_0215		hypothetical protein; HPr kinase
OG0011281	OG0011281.2		hypothetical protein	1021_SMc02319	WSM419_Smed_0220		hypothetical protein
OG0011282	OG0011282.2		hypothetical protein	1021_SMc00800	WSM419_Smed_0349		hypothetical protein
OG0011283	OG0011283.2		d yla e/phosphodiesteras	1021_SMc00992	WSM419_Smed_0472		c-di-GMP phosphodiesterase A-related protein; hypothetical protein; diguanylate cyclase/phosphodiesterase; bifunctional diguanylate cyclase/phosphodiesterase
OG0011284	OG0011284.4		putresci transporter s te binding protein	1021_SMc00991	WSM419_Smed_0473		extracellular solute-binding protein; spermidine/putrescine ABC transporter substrate-binding protein; spermidine/putrescine ABC transporter periplasmic spermidine/putrescine-binding protein; putrescine-binding periplasmic protein
OG0011285	OG0011285.2		hypothetical protein	1021_SMc00104	WSM419_Smed_0583		hypothetical protein; phosphatase
OG0011286	OG0011286.4		hypothetical protein	1021_SMc02389	WSM419_Smed_0661		hypothetical protein
OG0011287	OG0011287.3		MarR famil transcriptional regulator	1021_SMc01908	WSM419_Smed_0877		transcriptional regulator; MarR family transcriptional regulator; MarR-family transcriptional regulator
OG0011288	OG0011288.6		tic al lrot	1021_SMc01014	WSM419_Smed_1058		HpcH/HpaI aldolase; hypothetical protein; aldolase
OG0011289	OG0011289.2	bioS	biotin regulat ed rotein	1021_SMc02061	WSM419_Smed_1170		hypothetical protein; biotin-regulated protein; biotin transport regulator, BioS
OG0011290	OG0011290.2		hypothetical protein	1021_SMc01216	WSM419_Smed_1256		hypothetical protein
OG0011291	OG0011291.10		4 hyootaitina rrttii	1021_SMc01184			hypothetical protein; DUF1254 domain-containing protein
OG0011292	OG0011292.4		multidrug trans r prrter	1021_SMc01179	WSM419_Smed_1360		multidrug transmembrane resistance signal peptide protein; multidrug efflux system transporter; multidrug transporter; small multidrug resistance protein
OG0011293	OG0011293.4		multidrug trans resistan protein	1021_SMc01178	WSM419_Smed_1361		multidrug transmembrane resistance signal peptide protein; ligand-binding protein SH3; multidrug transport protein; small multidrug resistance protein
OG0011294	OG0011294.4		hypothetical protein	1021_SMc00941	WSM419_Smed_1382		hypothetical protein
OG0011295	OG0011295.0		hypothetical protein	1021_SMc00958	WSM419_Smed_4884		hypothetical protein
OG0011296	OG0011296.2		hypothetical protein	1021_SMc00255	WSM419_Smed_1432		hypothetical protein
OG0011297	OG0011297.6		e calciu bindin protein	1021_SM_b20838,1021_SMc00286			hypothetical protein; hemolysin-type calcium-binding protein; secreted calcium-binding protein; calcium-binding protein
OG0011298	OG0011298.4		hypothetical protein	1021_SMc04237	WSM419_Smed_1689		hypothetical protein
OG0011299	OG0011299.4		rypothatioa protein	1021_SMc04197	WSM419_Smed_1853		hypothetical protein; chromosomal replication initiator DnaA domain-containing protein; chromosomal replication initiator protein DnaA
OG0011300	OG0011300.1		hypothetical protein	1021_SMc04199	WSM419_Smed_1855		hypothetical protein
OG0011301	OG0011301.4		poth etical protein	1021_SMc04200	WSM419_Smed_1856		hypothetical protein; signal peptide protein; putative signal peptide protein
OG0011302	OG0011302.12		iron/heme transport protein	1021_SMc04205			iron/heme transport protein
OG0011303	OG0011303.0		hypoth etical protein	1021_SMc04344	WSM419_Smed_1961		hypothetical protein; signal peptide protein; putative signal peptide protein
OG0011304	OG0011304.4		hypothetical protein	1021_SMc01660	WSM419_Smed_2195		hypothetical protein
OG0011305	OG0011305.0		N acetylt ransferase	1021_SMc01545	WSM419_Smed_2279		hypothetical protein; N-acetyltransferase GCN5; N-acetyltransferase; GNAT family N-acetyltransferase
OG0011306	OG0011306.5		hypothetical protein	1021_SMc01508	WSM419_Smed_2343		hypothetical protein
OG0011307	OG0011307.2		glutamine synthetase	1021_SMc02352	WSM419_Smed_5349		glutamine synthetase; glutamine synthetase catalytic region
OG0011308	OG0011308.6	hisX	stidin ABC transporter substrate binding protein	1021_SMc00672	WSM419_Smed_2583		histidine-binding periplasmic signal peptide protein; histidine ABC transporter substrate-binding protein; glycine betaine ABC transporter substrate-binding protein; ABC transporter substrate-binding protein
OG0011309	OG0011309.6		poth etical protein	1021_SMc00660	WSM419_Smed_2594		hypothetical protein; signal peptide protein; putative signal peptide protein
OG0011310	OG0011310.2		lyp othetical protein	1021_SMc03093	WSM419_Smed_2889		hypothetical protein; glyoxalase/bleomycin resistance protein/dioxygenase; VOC family protein
OG0011311	OG0011311.2		hypothetical protein	1021_SMc03747	WSM419_Smed_2986		hypothetical protein
OG0011312	OG0011312.2		D oxid ctaae	1021_SMc04384	WSM419_Smed_3158		oxidoreductase; D-lactate dehydrogenase; FAD-binding oxidoreductase; FAD linked oxidase domain-containing protein
OG0011313	OG0011313.0		hypothetical protein	1021_SMa1907,1021_SMa5000	WSM419_Smed_5307		hypothetical protein
OG0011314	OG0011314.0		tral lrttein	1021_SMa0025			hypothetical protein; transglutaminase
OG0011315	OG0011315.0		GatR fam ily transcriptional regulator	1021_SMa0063	WSM419_Smed_5838		FadR family transcriptional regulator; GntR family transcriptional regulator; GntR domain-containing protein
OG0011316	OG0011316.8		anti sigma factor	1021_SMa0144	WSM419_Smed_5142		anti-sigma factor; hypothetical protein; putative transmembrane anti-sigma factor
OG0011317	OG0011317.10		formate dehydrogenase	1021_SMa0478			formate dehydrogenase
